DAM_X,DAM_Y,DAM_Z,filename,frame_id,pnt_id,x,y,Xc,Yc,FWHMx,FWHMy
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,1.0,2326.0,3785.0,2322.252026117234,3776.354005961537,6.304350666007172,5.852367201696675
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,2.0,3530.0,3794.0,3527.7138899128695,3784.984128967347,3.872960933241159,6.856164694969933
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,3.0,699.0,2055.0,701.1265906464703,2053.2002271282704,6.811310144633402,4.678216856565077
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,4.0,2344.0,2046.0,2343.902893754551,2048.2704627074863,11.921269577538197,10.052649391653876
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,5.0,3544.0,2046.0,3538.384156185828,2044.4647432059878,11.313888763623696,9.716948657949638
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,6.0,663.0,316.0,668.1565720475361,318.855033485254,9.321194701423975,5.234448960048134
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,7.0,2326.0,321.0,2325.3715564564986,323.2544738361827,12.505428791682657,10.842604984640767
-24,16,-14,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-024.Yp016.Zn-014191_0001.fits,5,8.0,3533.0,297.0,3529.0468228063196,306.4372588570181,4.595906848717045,10.523432163726527
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,0.0,657.0,3808.0,663.5595949226438,3791.916306453981,4.007181132603193,3.146718893737875
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,1.0,2326.0,3785.0,2322.203636526233,3776.134032667845,7.120262270191611,6.49623013520803
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,2.0,3530.0,3794.0,3527.2095582014867,3784.8744042586254,3.66769273594918,7.305556488337085
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,3.0,699.0,2055.0,701.3149388548647,2053.237391801763,7.622011318392857,5.309069595852021
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,4.0,2344.0,2046.0,2343.745985310691,2048.3673628550036,12.382161806789394,10.421775103407484
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,5.0,3544.0,2046.0,3538.1604459762057,2044.555911998063,12.087387546187884,10.298829812971237
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,6.0,663.0,316.0,668.3826355118836,319.20822351237547,10.1640034695401,5.791318159330608
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,7.0,2326.0,321.0,2325.273434800036,323.49577217475024,13.17857075198917,11.408087728195596
-23,17,-13,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-023.Yp017.Zn-013191_0001.fits,6,8.0,3533.0,297.0,3528.631846685271,306.7469755310312,4.974319295146845,11.206102140652625
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,0.0,657.0,3808.0,663.7185032340857,3791.7243598348896,4.44567049862164,3.3612523491765764
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,1.0,2326.0,3785.0,2322.0563372712154,3776.021701120236,7.738620208276959,7.122333499633706
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,2.0,3530.0,3794.0,3526.862722512434,3784.7024625566,3.7697965619316185,7.838281065449864
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,3.0,699.0,2055.0,701.4367508835327,2053.2927457439228,8.309537673784664,5.890683832236687
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,4.0,2344.0,2046.0,2343.7339167245827,2048.3760850097515,13.023310119029317,11.042604487746681
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,5.0,3544.0,2046.0,3537.927131399165,2044.5465069419092,12.586916458249508,10.984754023642166
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,6.0,663.0,316.0,664.3656270864907,318.586969257661,3.4836314164882154,6.340552849692464
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,7.0,2326.0,321.0,2325.2504541102708,323.63413131647286,13.896725836655872,12.183569186103957
-22,18,-12,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-022.Yp018.Zn-012191_0001.fits,7,8.0,3533.0,297.0,3528.3778809400997,307.00451924178446,5.47414100339996,11.81197623121033
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,0.0,657.0,3808.0,663.927858361802,3791.4725672752465,4.9918313595514725,3.6644725819062414
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,1.0,2326.0,3785.0,2322.055122146929,3775.8425065113097,8.642475418512426,7.703206838174687
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,2.0,3530.0,3794.0,3526.5037548249597,3784.5556832042703,3.9513555194997774,8.445391799498317
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,3.0,699.0,2055.0,701.6293474595763,2053.3163669043124,9.13546695097064,6.551815073048026
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,4.0,2344.0,2046.0,2343.722463895485,2048.4357208512515,14.054603121125506,11.757153146001514
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,5.0,3544.0,2046.0,3537.7818578759898,2044.6182338263325,13.632986030385718,11.595801538861283
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,6.0,663.0,316.0,664.1928716706822,318.7306237445071,3.374400027943807,6.695742918395269
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,7.0,2326.0,321.0,2325.23350199093,324.0546998088659,14.419647496700417,12.31355829746647
-21,19,-11,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-021.Yp019.Zn-011191_0001.fits,8,8.0,3533.0,297.0,3530.385866284207,307.93537861851183,14.358750019173737,11.8098019020092
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,0.0,657.0,3808.0,664.1634338256371,3791.217317225169,5.6263719908932615,4.019453873756218
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,1.0,2326.0,3785.0,2322.044493894475,3775.692931744415,9.23685614884527,8.365767582029058
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,2.0,3530.0,3794.0,3526.0865898838188,3784.4313370999075,4.061473880252969,8.95058906722462
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,3.0,699.0,2055.0,701.8024256820245,2053.3795871954553,9.890419150120678,7.163948744436556
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,4.0,2344.0,2046.0,2343.719699472734,2048.4426524107935,14.537312576246752,12.279087916878016
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,5.0,3544.0,2046.0,3537.6085676316957,2044.6684684806605,14.3982465128918,12.1854452674379
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,6.0,663.0,316.0,669.0114870154184,319.9938619755509,12.60411241619277,8.222013452790712
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,7.0,2326.0,321.0,2325.2591168257413,324.1468188145768,15.505404638880828,13.29144860381886
-20,20,-10,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-020.Yp020.Zn-010191_0001.fits,9,8.0,3533.0,297.0,3527.667365608877,307.49095879144215,6.505391149692832,13.421892139381724
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,0.0,657.0,3808.0,664.4371920982567,3790.9050132377083,6.271755566595659,4.449389812802112
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,1.0,2326.0,3785.0,2321.9643037253995,3775.4529333625546,9.881217274885206,8.85250014159792
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,2.0,3530.0,3794.0,3525.7033115819263,3784.2463021185445,4.250813977244941,9.509479414642573
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,3.0,699.0,2055.0,701.9990317032767,2053.408301804958,10.739834488735545,7.79431485460333
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,4.0,2344.0,2046.0,2343.5678980834987,2048.5086629810785,15.359588236563638,12.909285556172467
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,5.0,3544.0,2046.0,3537.4966124442813,2044.771422197825,15.571160557132538,12.800026555923164
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,6.0,663.0,316.0,669.22759988613,320.250986312028,13.468318513590452,9.020317242223623
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,7.0,2326.0,321.0,2325.2123452371043,324.41676093567105,16.3007338828243,14.04313489870445
-19,21,-9,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-019.Yp021.Zn-009191_0001.fits,10,8.0,3533.0,297.0,3530.2803639257036,308.2361921607818,17.009783034559145,13.925491706083685
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,0.0,657.0,3808.0,664.6727727384608,3790.6505612075302,7.007767317749937,4.91096695561666
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,1.0,2326.0,3785.0,2321.883798681423,3775.3721479763517,10.648269288163165,9.532713723684056
-18,22,-8,data/raw/cool4B.01.15/testing_subset/cool4B.01.15.YJ2.ARC.Xn-018.Yp022.Zn-008191_0001.fits,11,2.0,3530.0,3794.0,3525.393525230883,3784.035067420544,4.581064653562766,10.221781813074927
